user_id,tweet_id,tweet_text,retweet_count,favorite_count,followers_count,friends_count,verified,label,time_delay (min),neg_sent,pos_sent,neu_sent,comp_sent
292777349,524982531075371008,BREAKING NEWS: Ottawa police now confirm one suspect has been killed. 2 suspects remain at large.,111,22,198020,503,0,1,2.7833,0.431,0.0,0.569,-0.8442
28785486,525002243100401664,US Army increases security at Tomb of the Unknown Soldier at Arlington Nat'l Cemetery as precaution due to Ottawa shootings - @LMartinezABC,123,64,3628151,860,1,1,0.8500,0.0,0.107,0.893,0.34
18999969,524951585231994880,"Police say there are 3 shooting scenes: Parliament, War Memorial, Rideau Centre. They happened close together, police say #cbcOTT #OTTnews",1155,141,66582,296,0,1,2.8167,0.178,0.0,0.822,-0.5994
428333,524959027516932096,"In response to Ottawa incidents, NORAD increased number of planes on higher alert status ready to respond if needed. http://t.co/q98AMohu7T",719,251,20006771,112,1,1,0.7500,0.0,0.336,0.664,0.7269
8736882,525020326816927744,#Breaking: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/vlj96XOoSm http://t.co/LOzoL7IjVI,4955,2008,543139,415,1,1,0.3833,0.412,0.0,0.588,-0.8555
1652541,524937968138878976,BREAKING: Soldier shot near Canada's parliament; active shooter at large.  http://t.co/ldO9r3y0JQ http://t.co/5Ssy2fEmSb,506,118,5277202,1042,1,1,0.9167,0.0,0.197,0.803,0.4019
994782234,525040509937795072,RIP Corporal Nathan Cirillo Thank you for serving our country. Gone but never forgotten #OttawaShooting http://t.co/51dY4VTp2K,249,138,2308,313,0,1,NaT,0.0,0.211,0.789,0.4116
14138785,525030117014507523,The soldier killed in #Ottawa today is being named as 24-year-old Nathan Cirillo. Latest here: http://t.co/Iwpa7Iq2XA http://t.co/nMEOVCJVUa,145,65,441574,488,1,1,1.1333,0.22,0.0,0.78,-0.6705
16343974,525056576038518785,Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7,1082,416,672990,262,1,1,2.0000,0.273,0.0,0.727,-0.6705
27917781,524949443607412737,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",237,73,35949,25730,0,1,3.0000,0.167,0.0,0.833,-0.296
6038642,525008463819464704,"Meet Kevin Vickers, the hero who shot down the Parliament Hill gunman #OttawaShooting http://t.co/dFhPJCDREP http://t.co/m4fFmtw8d8",127,113,6538,2454,1,1,15.8667,0.0,0.205,0.795,0.5574
18999969,524930293921107969,Soldier shot at National War Memorial in Ottawa http://t.co/atjCEAGiHB,113,10,66725,296,0,1,0.6000,0.328,0.0,0.672,-0.5994
1652541,524944544681705472,Ottawa police: Actively looking for one or more suspects in Canadian parliament shooting. http://t.co/UQ4xo5jvhF,152,27,5278080,1042,1,1,1.2333,0.158,0.135,0.706,-0.101
26257166,524979133366165504,Tonight's game between Maple Leafs &amp; Senators has been postponed after shootings in Ottawa this morning. » http://t.co/OXpRxAjwCE,329,276,10180464,1451,1,1,0.4500,0.101,0.0,0.899,-0.2023
203123011,524990163446140928,"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.",273,70,173267,339,1,1,1.5833,0.17,0.0,0.83,-0.5994
47916714,524964989975937024,"Canadian authorities 'were aware of potential #Isis-style attacks for weeks'
http://t.co/AEMhmInJxm #OttawaShooting http://t.co/TDL4Wl1lFL",135,39,13615,903,0,1,3.3833,0.195,0.0,0.805,-0.4404
27947088,524978526974668800,NHL postpones tonight's Leafs-Senators game because of #OttawaShooting http://t.co/a6JxXm20nZ http://t.co/G80SbMBTlv,173,120,302326,643,1,1,2.5000,0.189,0.0,0.811,-0.2732
18711754,524972443308683264,Statement from Ottawa Hospital: received 3 patients. 2 in stable condition. http://t.co/zu5hYPrGDL,144,20,4313,1597,1,1,7.5833,0.0,0.196,0.804,0.296
6433472,525057374965739520,COMING UP LIVE Ottawa shooting: Stephen Harper to address nation http://t.co/pGA98ONjKJ http://t.co/Jscp7Q9fBM,100,59,639334,1939,1,1,2.9333,0.0,0.0,1.0,0.0
8736882,524950887119482882,Police in pursuit of multiple shooters in Ottawa; PM safe; downtown buildings in lockdown http://t.co/3FCWaFPA4y http://t.co/Si3yY0BRRd,426,78,534910,409,1,1,6.2333,0.0,0.162,0.838,0.4404
2467791,524969137660231680,Chaos broke out in Ottawa after a shooting at the war memorial and reports of gunfire in Parliament http://t.co/pVOh34l2ea,101,18,3565403,1141,1,1,2.5333,0.409,0.0,0.591,-0.886
203123011,524949069945634816,Watch as bullets fly inside hallways of Parliament Hill http://t.co/R8BUhfrvX2 #Ottawa,128,41,173069,339,1,1,0.7333,0.0,0.0,1.0,0.0
4970411,525039208139087872,DEVELOPING: #Canada officials identify dead gunman in Parliament shooting as Michael Zehaf-Bibeau. http://t.co/pfaAxISVyR,106,14,2134176,136,1,1,NaT,0.264,0.0,0.736,-0.6486
19038934,524964948683005952,"#Ottawa police confirm to #CBCNews they are still seeking 1 or more suspects after shootings on Parliament Hill, War Memorial, nearby mall.",721,118,366219,264,1,1,2.2833,0.258,0.0,0.742,-0.7645
428333,524951314556796929,".@OttawaPolice: ""Incidents occurred at National War Memorial, near the Rideau Centre and Parliament Hill."" Live blog: http://t.co/q98AMohu7T",293,122,20037492,113,1,1,0.2000,0.196,0.0,0.804,-0.5994
292777349,525031558949134336,CBS reports Ottawa shooting suspect was born in Quebec as Michael Joseph Hall. He's a recent convert to Islam - http://t.co/58IK7FMcA1,121,15,198031,505,0,1,0.6833,0.109,0.0,0.891,-0.296
24630719,525024518713397249,Twenty-four-year-old Cpl. Nathan Cirillo was shot dead today at the War Memorial in #Ottawa. #cdnpoli #OttawaShooting http://t.co/j42xy9LX5k,206,55,315,355,0,1,5.5667,0.353,0.0,0.647,-0.8481
164075542,524925553489760256,So I am locked down in Centre Block on Parliament Hill after at least one shooter burst in and opened fire,243,16,18780,2269,1,1,0.2167,0.227,0.0,0.773,-0.6486
106272927,525046462460477440,Heartbreaking Photo Shows Nathan Cirillo Moments Before Shooting http://t.co/GppG8dZPxq http://t.co/P10wbrBlgo,737,717,1889,1456,0,1,133.7167,0.25,0.0,0.75,-0.4588
5402612,524987851046658048,Police hold news conference on #OttawaShooting - follow our coverage here: http://t.co/0YmuK6kMQM,173,88,11834541,3,1,1,1.1667,0.0,0.0,1.0,0.0
289998339,524929769469538305,"OTTAWA SHOOTING:
- Soldier shot at war memorial
- Parliament Hill locked down
- PM Harper safe, 'off the hill' 
http://t.co/LmbpYiNH9A",155,15,117534,2811,1,1,5.4833,0.171,0.127,0.702,-0.25
51241574,524976929703997441,"BREAKING: Hospital says it has received 3 victims from Ottawa shootings, 2 are in stable condition.",386,72,4221887,7366,1,1,1.4333,0.139,0.133,0.727,-0.0258
1652541,524954630279925760,Shooting locks down Canadian parliament; one suspect reported dead http://t.co/H3Z4PtvSuU,123,23,5277773,1042,1,1,0.3333,0.448,0.0,0.552,-0.7579
64643056,524935791794221057,"#OTTAWA SHOOTING: Police claim multiple suspects at large, ask people to avoid Paraliment area http://t.co/Zp9AKplH9p http://t.co/b3yQV4ewOs",150,32,788752,437,1,1,1.4667,0.247,0.0,0.753,-0.5574
1652541,524954833648771072,At least 30 more shots were fired inside Parliament in Ottawa. http://t.co/1cKIHwuCzl,184,36,5270012,1042,1,1,0.2833,0.26,0.0,0.74,-0.5945
19038934,524948206023880704,"The latest @CBCNews on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. http://t.co/kngapKTSCe #cdnpoli",403,60,365791,264,1,1,0.9667,0.359,0.0,0.641,-0.8555
18999969,524982608716120065,"""Contrary to earlier reports no incident occurred near the Rideau Centre,"" Ottawa police say. #cbcOTT @OTTnews",181,29,63406,296,0,1,318.3333,0.128,0.0,0.872,-0.296
8736882,525036393983381504,Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/oSR91Uxgm3 http://t.co/UyftuUod27,271,75,543092,415,1,1,1.4667,0.433,0.0,0.567,-0.8555
351120282,525070933556350977,"And this is Cpl. Nathan Cirillo, the brave #Canadian soldier killed in the #OttawaShooting today. http://t.co/w9EOyX8MAI",303,185,8073,5764,0,1,3.2333,0.205,0.155,0.639,-0.2732
8736882,524941720249978880,Footage from Globe reporter captures exchange of gun fire in Parliament Hill building https://t.co/FOu4PbNCDq,814,144,543099,415,1,1,1.0000,0.286,0.0,0.714,-0.5859
114075165,524969679790817280,"#leafs could hear shots from their rooms, I am told. #OttawaShooting",111,44,11103,1245,1,1,1.6167,0.0,0.0,1.0,0.0
8839632,524966392702189569,"NORAD has gone on a high alert posture as a result of the shootings in Ottawa, U.S. military officials say - @JimMiklaszewski",127,27,381272,382,1,1,4.1167,0.0,0.109,0.891,0.296
27947088,524975552638504960,BREAKING: NHL postpones tonight's Senators-Leafs game in Ottawa,360,144,301463,643,1,1,0.5167,0.231,0.0,0.769,-0.2732
19038934,524953840127574016,"Police confirm 3rd shooting in area of Rideau Centre, mall in downtown #Ottawa east of Parliament Hill. #cdnpoli",852,108,365999,264,1,1,0.9833,0.0,0.0,1.0,0.0
18999969,524967620588896256,"Ottawa Hospital has received 3 patients, 2 of whom are in stable condition. Won't give update on soldier, deferring to DND. #cbcOTT #OTTnews",382,65,62311,296,0,1,2.8333,0.074,0.096,0.83,0.128
6433472,524925050739490816,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,271,28,639325,1939,1,1,1.1500,0.281,0.0,0.719,-0.5994
19038934,524936872666353664,More shots fired just off Parliament Hill. Police telling everyone to take cover.,1665,194,365998,264,1,1,0.4667,0.244,0.0,0.756,-0.5965
19038934,524935085863481344,Witnesses say several dozen shots fired inside Parliament buildings after Canadian soldier shot at nearby War Memorial. #Ottawa #cdnpoli,452,60,365994,264,1,1,1.0833,0.306,0.0,0.694,-0.8176
8736882,524923678472286209,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/B8LinPFjvj http://t.co/olsk7N4X5T,218,22,543040,415,1,1,0.9500,0.247,0.0,0.753,-0.5574
51241574,524988712367955970,"MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: http://t.co/uFsW7vHPRi",256,54,4229711,7366,1,1,0.7333,0.477,0.0,0.523,-0.9287
19636948,524924225463668738,BREAKING: CTV News confirms that shots have been fired on Parliament Hill.,594,148,640273,367,1,1,0.3333,0.247,0.0,0.753,-0.5574
15012486,524959836778536961,UPDATE: Ottawa police confirm gunman in Canada shooting shot and killed. Search on for possible additional gunmen. http://t.co/sV7ZH50tlf,123,22,3368156,396,1,1,0.9333,0.209,0.0,0.791,-0.6705
249339016,525030696738652160,Canadian soldier killed in Ottawa identified http://t.co/dyvCaD9AcN // #CDNpoli #OttawaShooting http://t.co/7WEpRv9s5c,176,77,48126,454,1,1,0.5833,0.31,0.0,0.69,-0.6705
20639175,524932056560963584,"BREAKING: At least 20 shots have been fired in the Canadian parliament in Ottawa, according to witnesses.",102,20,17145,6703,0,1,3.7167,0.184,0.0,0.816,-0.5574
19038934,524989654995849216,"Police in #Ottawa call situation 'fluid,' 'dynamic,' 'unfolding.' Confirm deaths of soldier, gunman. #cdnpoli",148,30,362291,263,1,1,0.8500,0.0,0.0,1.0,0.0
428333,524983581983375360,"Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/q98AMohu7T",502,201,20041552,113,1,1,0.5333,0.163,0.0,0.837,-0.5994
203123011,524943132409212928,"University of Ottawa is in lockdown, classes are cancelled",415,126,167382,339,1,1,0.4167,0.2,0.0,0.8,-0.25
1378163893,524947964620701696,Some Leaf players say they heard shots this morning from the Tomb of the Unknown Soldier. Scary events in Ottawa,240,108,14825,286,0,1,1.3500,0.144,0.0,0.856,-0.4939
19038934,524983325275197440,#RCMP news conference on #Ottawa shootings expected to begin momentarily. Watch live @ http://t.co/kngapKTSCe,186,34,361963,263,1,1,7.3667,0.0,0.0,1.0,0.0
27917781,524947416869388288,Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews,237,101,35698,25733,0,1,0.6500,0.0,0.0,1.0,0.0
1932737630,524947674164760577,BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,112,6,6089,3104,0,1,0.9000,0.258,0.0,0.742,-0.765
428333,524962072262881280,Ottawa Police Service: No one was hurt in the shooting near Ottawa's Rideau Centre. Live blog: http://t.co/q98AMohu7T,392,169,20037526,113,1,1,0.4667,0.272,0.0,0.728,-0.6808
1900801694,524937542131793920,We are in full lock down until further notice from Ottawa Police.,214,20,1437,184,0,1,61.8167,0.0,0.0,1.0,0.0
44699893,525035552643751936,"The City of Hamilton offers condolences to the family of Cpl. Nathan Cirillo, a #HamOnt native who bravely served with @TheArgylls. #Ottawa",125,76,12249,40,1,1,1.6833,0.0,0.142,0.858,0.5106
17820367,525068915068923904,***EXCLUSIVE*** Michael Zahaf-Bibeau caught on a #DASHCAM model sold at http://t.co/62s1bT3ecH #OttawaShooting http://t.co/LpnqAKsHZw,105,85,5074,1654,0,1,7.1833,0.0,0.0,1.0,0.0
28785486,524946336190586880,"UPDATE: Police: ""Several shooting incidents"" being investigated in downtown Ottawa: http://t.co/9MAAywtu03 http://t.co/wW0aQmzRIb",185,69,3631057,860,1,1,2.9333,0.0,0.0,1.0,0.0
19636948,525039686931075072,"UPDATED: Soldier dead, 2 others injured in Parliament Hill siege; 1 gunman dead http://t.co/cVCQKEDlPo http://t.co/zUJUAATG5I",218,93,640036,367,1,1,1.2000,0.531,0.0,0.469,-0.9062
17093604,525055879545380864,Our thoughts are with the family and friends of Cpl. Nathan Cirillo and all those affected by the events in Ottawa today. #OttawaStrong,367,479,558815,187,1,1,15.5500,0.062,0.121,0.817,0.3612
14173315,524936365427806208,"DEVELOPING: Shooting suspect at large inside Canadian Parliament: reports
http://t.co/hU0OfoOGEC http://t.co/5fkHcPaK97",211,61,1852994,2897,1,1,0.4833,0.18,0.0,0.82,-0.296
759251,524971492820647936,"""I saw one of the soldiers laying on the ground."" Witnesses depict chaos in #OttawaShooting http://t.co/VeZxrHnPCd http://t.co/1hhIi1ykh2",345,160,14498152,998,1,1,0.2833,0.188,0.0,0.812,-0.5719
19038934,524928119955013632,"Police say they have located car belonging to suspect in #Ottawa shooting. Uniformed soldier shot at War Memorial, condition unknown.",381,50,365962,264,1,1,1.5833,0.253,0.0,0.747,-0.7269
384438102,524949628689461249,"LIVE:Coverage of ""several shooting incidents"" at and near Canadian Parliament: http://t.co/0nuzHcvr2J http://t.co/ZJO2hQqtLF",165,50,26356,180,1,1,3.0667,0.0,0.0,1.0,0.0
563229397,525047767325220865,Soldier killed in Ottawa was a Sherwood grad. He couldn't wait to serve his country. RIP Cpl. Nathan Frank Cirillo http://t.co/w9XGuun0PH,250,349,358,463,0,1,6.1667,0.191,0.0,0.809,-0.6705
19636948,524951711941922818,"BREAKING: CTV Ottawa confirms there were 3 separate shootings. One on Parliament Hill, one at National War Memorial, one near Rideau Centre",1691,266,639877,367,1,1,1.0500,0.163,0.0,0.837,-0.5994
14173315,524945170777645059,Watch Live: Manhunt for Canadian Parliament shooting suspect http://t.co/oWI4Jj0X5i via @CTVNews http://t.co/iqiSSYHWP2,210,63,1853114,2897,1,1,0.8000,0.167,0.0,0.833,-0.296
23100148,524955304199352320,"Police confirming a 3rd shooting at Rideau Center here in Ottawa, a popular shopping mall downtown - very tense in city #OttawaStrong",142,107,67084,216,0,1,43.9167,0.12,0.124,0.756,0.0276
757313467,525034687245582337,Proudly at his post #NathanCirillo            This nation thanks you and your family  #OttawaShooting http://t.co/g6mM3ey3uH,208,172,3583,3192,0,1,16.4000,0.0,0.351,0.649,0.7579
18060885,524952407625957376,"Seeing reports that soldier shot at War Memorial is still alive. Hang in there, brother. All of Canada is with you.",105,69,1592,791,0,1,NaT,0.153,0.102,0.745,-0.3182
15108702,524943721302089728,Stay with us for LIVE coverage on the active shooting at Canadian parliament: http://t.co/vglAGcuBQZ http://t.co/cI7IXtJc82,158,45,219578,50,0,1,1.5667,0.0,0.162,0.838,0.4019
6433472,524951893467234304,"CXN: 1 gunman shot dead in Parliament Hill attack, soldier shot in Ottawa http://t.co/pp6hcfWcRw No report soldier dead. #OttawaShooting",143,26,639384,1939,1,1,0.9167,0.498,0.0,0.502,-0.9313
6017542,524961908903149568,"2 new victims en route to Ottawa hospital; 1 shot, both non-life-threatening, hospital says - @MICHAELCTV, @CBCNews https://t.co/wCqPcyqMxK",241,45,6997149,501,1,1,1.5500,0.141,0.0,0.859,-0.3182
22192440,524949837729787905,#BREAKING: Ottawa police confirm to CTV news there were at least three separate shootings,126,11,11086,967,1,1,1.7667,0.0,0.0,1.0,0.0
1367531,524929893759737856,#BREAKING: Soldier shot at war memorial near Canadian parliament: http://t.co/vAAbHQcZif,177,40,4427946,383,1,1,0.5500,0.302,0.0,0.698,-0.5994
21212604,524961659685588995,"Extended Video: Guns raised, officers rush towards @RideauCentre http://t.co/YHpG2o8XeH http://t.co/UsPYjU85AS",116,45,56631,224,0,1,3.9500,0.0,0.0,1.0,0.0
19636948,524975142641086465,"The game between the Toronto Maple Leafs and Ottawa Senators scheduled for tonight in Ottawa has been postponed, the NHL says.",405,146,637068,367,1,1,0.8167,0.083,0.0,0.917,-0.2023
19038934,525033357722550272,@CBCNews has independently confirmed gunman killed in Parliament attack is Canadian-born Michael Zehaf-Bibeau.#OttawaShooting,224,47,366007,264,1,1,0.8500,0.409,0.0,0.591,-0.8225
19038934,524980744658382848,"#RCMP to hold news conference on #Ottawa shootings at 2 pm ET, 11 am PT. Watch live coverage @ http://t.co/kngapKTSCe",219,65,361729,263,1,1,4.4667,0.0,0.0,1.0,0.0
203123011,524993533212897281,"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News",228,89,173097,339,1,1,1.0167,0.0,0.0,1.0,0.0
30346204,524943114885427203,"There is something profoundly sinister about a shooting on Parliament Hill. It is a sacred space, where we use words, not weapons.",141,59,1437,461,0,1,5.3167,0.16,0.099,0.741,-0.3599
126486040,524973811092193280,#OttawaShooting @RCMP_Nat_Div press conference will be held at 2 pm today,109,14,1698,160,1,1,2.5833,0.0,0.0,1.0,0.0
34310801,525057025785356288,More #breaking: @CNN confirms name of soldier who was killed in #OttawaShooting as Nathan Cirillo. @paulanewtonCNN http://t.co/3e8cFKOUnT,167,110,85154,840,1,1,0.7500,0.22,0.0,0.78,-0.6705
5402612,524952883343925249,Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K,1054,312,11819737,3,1,1,1.2667,0.0,0.0,1.0,0.0
21106414,524926472432410625,"One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting http://t.co/zng0g0aelU",121,13,42852,643,0,1,2.0333,0.162,0.0,0.838,-0.4404
5402612,525028171549523971,"Canadian media identify the soldier killed in Ottawa as Nathan Cirillo, 24 http://t.co/4kdUz25jRf",304,120,11824831,3,1,1,1.2667,0.273,0.0,0.727,-0.6705
203123011,524926184069808129,#DEVELOPING story here: Soldier shot in Ottawa at War Memorial http://t.co/jjL9ezaDjt,103,8,173231,339,1,1,0.5167,0.281,0.0,0.719,-0.5994
55011262,524948268355051520,BREAKING: @ctvottawa CONFIRMS: One shooter dead.  Police working under assumption more than one shooter.  3 shooting incidents #ottnews,122,19,5097,3105,0,1,0.5000,0.212,0.0,0.788,-0.6486
807095,524985687704338432,Updated: The shooting incident in Ottawa had the appearance of a coordinated attack http://t.co/brn047wYz8 http://t.co/rfCQHTUPft,878,230,13669145,973,1,1,2.6167,0.193,0.0,0.807,-0.4767
18999969,524935216134369281,Witnesses say several dozen shots fired inside Parliament buildings after Canadian soldier shot at nearby War Memorial. #cbcOTT #OTTnews,246,35,66720,296,0,1,6.5000,0.306,0.0,0.694,-0.8176
1367531,524935769614331904,UPDATE: Reports of gunfire inside the halls of the Canadian Parliament building in #Ottawa: http://t.co/tjycT5YQcv,163,40,4423086,383,1,1,0.4167,0.0,0.0,1.0,0.0
25516222,524949073154301952,"BREAKING: @ottawapolice confirm one death on Parliament Hill. 3 separate shootings: War Memorial, Hill and ""near Rideau Centre"" @ctvottawa",721,53,10341,1242,0,1,2.0500,0.328,0.0,0.672,-0.8316
19636948,524977285133524993,The RCMP will hold a news conference close to 2 p.m. to provide an update on the shootings in Ottawa.,118,34,637264,367,1,1,NaT,0.0,0.0,1.0,0.0
18711754,524942058042449920,"Ottawa Police say they are dealing with multiple suspects, can't confirm whether all have guns but are confirming multiple suspects.",180,8,4285,1597,1,1,NaT,0.211,0.0,0.789,-0.5859
19038934,525024066152169473,"Corporal Nathan Cirillo, shot dead at #Ottawa War Memorial today, was 24. Reservist was member of Argyll and Sutherland Highlanders #cdnpoli",512,85,363470,263,1,1,1.3333,0.301,0.0,0.699,-0.8481
19636948,524974885362479104,BREAKING: CTV News reports that a solider wounded in a shooting at the National War Memorial has died.,611,100,637054,367,1,1,0.6167,0.349,0.0,0.651,-0.8176
24000965,524930671220105216,"DEVELOPING NEWS: Soldier shot at War Memorial. Watch CBC NN for coverage. Or follow online: http://t.co/QSm0x0bM2K
http://t.co/QcwgN8OgHB",214,21,126233,75,1,1,1.6000,0.196,0.0,0.804,-0.5994
413279505,524943504192311296,All Ottawa police stations are closed. University of Ottawa in lockdown. Campus closed.,132,15,3371,715,0,1,10.6667,0.0,0.0,1.0,0.0
203123011,524972166006464512,DEVELOPING story here: Gunman killed in Ottawa; 3 shootings confirmed http://t.co/AmIGGlYu4l,142,49,173344,339,1,1,9.5167,0.333,0.0,0.667,-0.6705
28785486,524977321430630400,Ottawa Police spokesman tells @ABC News that 3 suspects are being sought following shootings in Canadian capital - @WorldNews,125,23,3627810,860,1,1,1.0667,0.13,0.0,0.87,-0.34
807095,524946921547628545,Updated: Canadian soldier killed in attack at Parliament Hill in Ottawa http://t.co/tMfDn2GAbh,320,48,13668442,973,1,1,0.8833,0.432,0.0,0.568,-0.8225
352858004,525067500447612929,RIP Cpl. Nathan Cirillo today's tragic events put all in perspective #OttawaShooting #HeroesInLife @CanadianForces http://t.co/B7ggJBbZvE,107,120,38951,25044,0,1,2.7333,0.176,0.0,0.824,-0.4588
25235198,525071376084791297,"Rest in Peace, Cpl. Nathan Cirillo. Killed today in #OttawaShooting
http://t.co/YzLXYX5JJt http://t.co/8F0qAcj9sg",112,96,14793,1052,1,1,1.1500,0.25,0.194,0.556,-0.25
427515851,524953918166794240,"Confirmed reports that there were three shootings in Ottawa: at a War memorial, at the Parliament and at a shopping mall.",106,20,2066,1658,0,1,1.9833,0.178,0.0,0.822,-0.5994
1291267135,525027873867198465,Everyone take a moment to honour Cpl. Nathan Cirillo the fine solider that was killed in Ottawa today #Hero http://t.co/UXb3CxWGZ2,237,200,9052,3130,0,1,105.5667,0.173,0.212,0.615,0.0
28785486,524938162900967424,DEVELOPING: Police: Shooting near Canadian Parliament; soldier wounded; active situation: http://t.co/9MAAywtu03 http://t.co/kZvFqw7p0v,146,50,3631105,860,1,1,9.9000,0.0,0.197,0.803,0.4019
5402612,525033278555033601,"Gunman shot dead in #OttawaShootings named by US officials as 32-year-old, Canadian-born, Michael Zehaf-Bibeau http://t.co/VgpiGxW7P4",481,161,11835650,3,1,1,0.5667,0.235,0.0,0.765,-0.6486
195903035,524939378552864768,Reports now police suspect two or three shooters on Parliament Hill. Sergeant at Arms Kevin Vickers shot one assailant.,485,43,4105,591,1,1,6.4333,0.109,0.0,0.891,-0.296
19636948,524929796862918656,Soldier shot at National War Memorial in Ottawa http://t.co/9jLwNdsKp2 http://t.co/0a3tmPyUw9,316,81,640000,367,1,1,0.3000,0.302,0.0,0.698,-0.5994
292777349,524953017389707264,BREAKING NEWS: CANADIAN OFFICIALS NOW CALLING TODAY'S PARLIAMENT SHOOTING A TERRORIST ATTACK - http://t.co/lXFiYaVImZ,437,91,198030,505,0,1,3.8000,0.481,0.0,0.519,-0.8825
375721095,524953604717686784,CANADIAN OFFICIALS NOW CALLING TODAY'S PARLIAMENT SHOOTING A TERRORIST ATTACK - http://t.co/5VYMWGWyx3 http://t.co/jQn39E7hTA,135,28,104228,4,0,1,0.9333,0.507,0.0,0.493,-0.8825
203123011,525029016001318913,CTV News has confirmed the name Canadian authorities provided to U.S. authorities is Michael Zehaf-Bibeau. #OttawaShooting,139,35,173240,339,1,1,1.6167,0.0,0.0,1.0,0.0
1652541,524937594090844160,"More shots being fired near parliament in Ottawa, suspect still at large: TV",266,30,5269517,1042,1,1,0.4500,0.355,0.0,0.645,-0.7239
1652541,524967727266398209,"Ottawa hospital says it's treating three patients, two in stable condition, after shooting incident. http://t.co/1cKIHwuCzl",193,38,5277434,1042,1,1,1.7333,0.0,0.136,0.864,0.296
19636948,525028734991343617,CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting,134,54,640090,367,1,1,5.6833,0.0,0.0,1.0,0.0
119106683,524975847846203393,NHL says date of rescheduled game TBD. NHL  ``wishes to express its sympathy and prayers to all affected by the tragic events in Ottawa'',122,93,397698,754,1,1,0.7333,0.164,0.089,0.747,-0.2732
61597754,525003468659228672,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,349,187,286,553,0,1,13.0833,0.0,0.098,0.902,0.1877
73406718,525067386849091584,Raptors hold a moment of silence to honour Cpl. Nathan Cirillo and all those affected by today's events in Ottawa. http://t.co/hqoIIvCRNj,884,1180,539802,15817,1,1,0.8167,0.069,0.159,0.773,0.4767
271543756,500291013521334272,These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Ferguson http://t.co/mnReDcRfzz,144,31,1434,1993,0,1,NaT,0.0,0.0,1.0,0.0
1291770157,500374427448516609,.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON,228,64,5638,616,0,1,0.0000,0.177,0.068,0.755,-0.5994
225235528,500277808883830784,"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown.",123,49,288854,1072,0,1,0.0000,0.0,0.0,1.0,0.0
21728303,500280477920796672,"Because, of course, when someone commits a robbery they stroll down the middle of the street where everyone can see them. #Ferguson",545,212,31665,966,0,1,0.0000,0.0,0.052,0.948,0.0258
14717197,500326267640905728,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/zmzd813Jzb,168,73,162748,521,1,1,0.0000,0.321,0.0,0.679,-0.7269
360129829,500292917957648384,So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,135,60,1205,1175,0,1,0.0000,0.234,0.0,0.766,-0.7003
52299545,499381843955707904,The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,481,180,1574,495,0,1,0.0000,0.264,0.0,0.736,-0.7269
1571239068,500387844758994946,American Justice?! #MikeBrown #FergusonShooting #Ferguson #PoliceBrutality ##JusticeForMikeBrown http://t.co/jgIwMophkl,184,97,11208,11282,0,1,NaT,0.0,0.0,1.0,0.0
16116288,500378223977721856,"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",104,52,283534,1650,1,1,0.0000,0.087,0.0,0.913,-0.2942
16893929,500358061698347008,#Ferguson police chief now says that the robbery DOES NOT relate to the initial contact between Darren Wilson and Michael Brown,138,42,5104,1214,1,1,0.0000,0.0,0.0,1.0,0.0
24165761,498463591767756800,There was only one TV reporter at #Ferguson protests last night. Most left earlier fearing violence. Yet only violence was cop's bullets!,300,98,133402,125,1,1,0.0000,0.444,0.0,0.556,-0.9366
